,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_coef0,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
466,0.056722068786621095,0.009420537416048548,0.013300943374633788,0.0029595999999524466,3,10,2,0.05,poly,"{'C': 3, 'coef0': 10, 'degree': 2, 'gamma': 0.05, 'kernel': 'poly'}",0.990625,0.975,0.984375,0.95625,0.975,0.97625,0.011625672023586402,564,1.0,1.0,1.0,1.0,1.0,1.0,0.0
467,0.05151362419128418,0.00960331951726816,0.011505842208862305,0.0009969428112057666,3,10,2,0.075,poly,"{'C': 3, 'coef0': 10, 'degree': 2, 'gamma': 0.075, 'kernel': 'poly'}",0.990625,0.975,0.984375,0.959375,0.978125,0.9775,0.010532687216470452,527,1.0,1.0,1.0,1.0,1.0,1.0,0.0
468,0.04582343101501465,0.005320227268044294,0.008594846725463868,0.001201360712158,3,10,2,0.1,poly,"{'C': 3, 'coef0': 10, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",0.990625,0.978125,0.984375,0.959375,0.98125,0.97875,0.010532687216470448,449,1.0,1.0,1.0,1.0,1.0,1.0,0.0
469,0.05291604995727539,0.0049328417451541375,0.012509012222290039,0.002014652690036277,3,10,2,0.5,poly,"{'C': 3, 'coef0': 10, 'degree': 2, 'gamma': 0.5, 'kernel': 'poly'}",0.990625,0.984375,0.9875,0.953125,0.9875,0.9806250000000001,0.01389131923180805,209,1.0,1.0,1.0,1.0,1.0,1.0,0.0
470,0.049115562438964845,0.0015334425756143492,0.011306858062744141,0.0015410775922985818,3,10,2,scale,poly,"{'C': 3, 'coef0': 10, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",0.9875,0.971875,0.98125,0.95625,0.959375,0.9712499999999998,0.012086924753633571,653,1.0,1.0,1.0,1.0,1.0,1.0,0.0
471,0.04780855178833008,0.002971084638123928,0.00919961929321289,0.0014700354199183219,3,10,2,auto,poly,"{'C': 3, 'coef0': 10, 'degree': 2, 'gamma': 'auto', 'kernel': 'poly'}",0.9875,0.971875,0.978125,0.95625,0.959375,0.9706249999999998,0.011625672023586432,672,1.0,1.0,1.0,1.0,1.0,1.0,0.0
472,0.0426177978515625,0.006690184835325619,0.010504627227783203,0.001946472435803682,3,10,3,0.01,poly,"{'C': 3, 'coef0': 10, 'degree': 3, 'gamma': 0.01, 'kernel': 'poly'}",0.9875,0.971875,0.978125,0.95625,0.959375,0.9706249999999998,0.011625672023586432,672,1.0,1.0,1.0,1.0,1.0,1.0,0.0
473,0.03760676383972168,0.00298307364014053,0.008402824401855469,0.0014987004171154628,3,10,3,0.025,poly,"{'C': 3, 'coef0': 10, 'degree': 3, 'gamma': 0.025, 'kernel': 'poly'}",0.990625,0.975,0.984375,0.95625,0.975,0.97625,0.011625672023586402,564,1.0,1.0,1.0,1.0,1.0,1.0,0.0
474,0.03651018142700195,0.004374700585096389,0.009107494354248047,0.0014321324589836966,3,10,3,0.05,poly,"{'C': 3, 'coef0': 10, 'degree': 3, 'gamma': 0.05, 'kernel': 'poly'}",0.990625,0.978125,0.984375,0.959375,0.98125,0.97875,0.010532687216470448,449,1.0,1.0,1.0,1.0,1.0,1.0,0.0
475,0.042818975448608396,0.00430068604400795,0.009002447128295898,0.0020963110481186887,3,10,3,0.075,poly,"{'C': 3, 'coef0': 10, 'degree': 3, 'gamma': 0.075, 'kernel': 'poly'}",0.990625,0.98125,0.984375,0.959375,0.984375,0.9800000000000001,0.010752906583803287,262,1.0,1.0,1.0,1.0,1.0,1.0,0.0
476,0.04230198860168457,0.0047103927089685175,0.010600423812866211,0.0010196367470931304,3,10,3,0.1,poly,"{'C': 3, 'coef0': 10, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",0.990625,0.98125,0.984375,0.95625,0.984375,0.9793749999999999,0.011956954043568098,367,1.0,1.0,1.0,1.0,1.0,1.0,0.0
477,0.05952243804931641,0.0056343398374949245,0.012104225158691407,0.0012851913591585982,3,10,3,0.5,poly,"{'C': 3, 'coef0': 10, 'degree': 3, 'gamma': 0.5, 'kernel': 'poly'}",0.984375,0.984375,0.9875,0.965625,0.9875,0.9818749999999999,0.008244316223920604,126,1.0,1.0,1.0,1.0,1.0,1.0,0.0
478,0.039312553405761716,0.00518672841785531,0.007905149459838867,0.0016209620310632105,3,10,3,scale,poly,"{'C': 3, 'coef0': 10, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.990625,0.975,0.984375,0.959375,0.975,0.976875,0.010569709078304854,545,1.0,1.0,1.0,1.0,1.0,1.0,0.0
479,0.040407228469848636,0.0028873921877807895,0.009607791900634766,0.0013563131350614135,3,10,3,auto,poly,"{'C': 3, 'coef0': 10, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly'}",0.9875,0.975,0.98125,0.95625,0.965625,0.9731249999999999,0.011110243021644484,622,1.0,1.0,1.0,1.0,1.0,1.0,0.0
480,0.07182092666625976,0.008951475364408283,0.012800455093383789,0.0004029859974251504,4,0,2,0.01,poly,"{'C': 4, 'coef0': 0, 'degree': 2, 'gamma': 0.01, 'kernel': 'poly'}",0.984375,0.96875,0.9875,0.95625,0.978125,0.975,0.01135368882786559,603,0.98984375,0.990625,0.98828125,0.9953125,0.99296875,0.99140625,0.0024705294220065534
481,0.06622772216796875,0.005212963778885347,0.013512754440307617,0.002532583575658761,4,0,2,0.025,poly,"{'C': 4, 'coef0': 0, 'degree': 2, 'gamma': 0.025, 'kernel': 'poly'}",0.9875,0.975,0.9875,0.9625,0.9875,0.9800000000000001,0.010000000000000014,262,1.0,0.99921875,1.0,1.0,0.99921875,0.9996875,0.00038273277230984986
482,0.07074165344238281,0.0029433561915535554,0.011399078369140624,0.0018545137883258084,4,0,2,0.05,poly,"{'C': 4, 'coef0': 0, 'degree': 2, 'gamma': 0.05, 'kernel': 'poly'}",0.9875,0.975,0.9875,0.9625,0.9875,0.9800000000000001,0.010000000000000014,262,1.0,1.0,1.0,1.0,1.0,1.0,0.0
