,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
20,0.2733309268951416,0.01080078975405802,0.10738258361816407,0.007337918438454983,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.978125,0.975,0.984375,0.953125,0.9875,0.975625,0.012086924753633583,53,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21,0.3335618019104004,0.016841974273459615,0.16819963455200196,0.003928428846281752,1,0.5,rbf,"{'C': 1, 'gamma': 0.5, 'kernel': 'rbf'}",0.628125,0.634375,0.671875,0.540625,0.609375,0.6168750000000001,0.04319288135792748,70,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22,0.08035850524902344,0.007173878504264159,0.0754671573638916,0.006588037145964578,1,scale,rbf,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}",0.984375,0.978125,0.9875,0.959375,0.9875,0.9793750000000001,0.010569709078304873,31,0.99453125,0.996875,0.99609375,0.9984375,0.996875,0.9965624999999999,0.001269381000724365
23,0.06235098838806152,0.00418701305355497,0.061487770080566405,0.006746459479732459,1,auto,rbf,"{'C': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.984375,0.978125,0.9875,0.959375,0.9875,0.9793750000000001,0.010569709078304873,31,0.99296875,0.9953125,0.9953125,0.99609375,0.9921875,0.994375,0.001514899955442622
24,0.05480880737304687,0.0080652711045269,0.059223604202270505,0.007809524913497093,1.5,0.01,rbf,"{'C': 1.5, 'gamma': 0.01, 'kernel': 'rbf'}",0.978125,0.975,0.9875,0.953125,0.9875,0.97625,0.012593401049756195,51,0.9890625,0.98828125,0.98828125,0.99375,0.990625,0.99,0.0020610790559801545
25,0.09650216102600098,0.018266852618270022,0.08594450950622559,0.016332753325719016,1.5,0.025,rbf,"{'C': 1.5, 'gamma': 0.025, 'kernel': 'rbf'}",0.984375,0.98125,0.9875,0.959375,0.9875,0.9800000000000001,0.010569709078304871,23,0.996875,0.9984375,0.99765625,1.0,0.9984375,0.99828125,0.0010364452469860705
26,0.1194770336151123,0.00798279534120124,0.06495428085327148,0.0059822379542398985,1.5,0.05,rbf,"{'C': 1.5, 'gamma': 0.05, 'kernel': 'rbf'}",0.984375,0.984375,0.984375,0.965625,0.99375,0.9825000000000002,0.00918558653543694,11,1.0,0.99921875,1.0,1.0,0.99921875,0.9996875,0.00038273277230984986
27,0.24367108345031738,0.037006517672949234,0.119775390625,0.012658185450165628,1.5,0.075,rbf,"{'C': 1.5, 'gamma': 0.075, 'kernel': 'rbf'}",0.9875,0.984375,0.984375,0.959375,0.984375,0.9800000000000001,0.01038327982864761,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0
28,0.24865074157714845,0.014771187918935762,0.09132494926452636,0.011192953736946416,1.5,0.1,rbf,"{'C': 1.5, 'gamma': 0.1, 'kernel': 'rbf'}",0.98125,0.978125,0.984375,0.953125,0.9875,0.976875,0.012279301690242817,43,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29,0.2672020435333252,0.013105424197679981,0.11676692962646484,0.01625879255089601,1.5,0.5,rbf,"{'C': 1.5, 'gamma': 0.5, 'kernel': 'rbf'}",0.66875,0.659375,0.690625,0.56875,0.65,0.6475,0.041617679536466244,64,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30,0.07462587356567382,0.0046097535272857735,0.05970945358276367,0.0026825056869892064,1.5,scale,rbf,"{'C': 1.5, 'gamma': 'scale', 'kernel': 'rbf'}",0.984375,0.98125,0.9875,0.9625,0.9875,0.9806250000000001,0.009354143466934858,22,0.996875,0.9984375,0.99765625,1.0,0.9984375,0.99828125,0.0010364452469860705
31,0.05525879859924317,0.0030106139499782745,0.05202751159667969,0.004730550208729634,1.5,auto,rbf,"{'C': 1.5, 'gamma': 'auto', 'kernel': 'rbf'}",0.984375,0.978125,0.9875,0.95625,0.9875,0.97875,0.011759304826391733,35,0.9953125,0.996875,0.996875,0.9984375,0.9984375,0.9971875000000001,0.0011692679333668377
32,0.04931793212890625,0.004641656065204705,0.05422244071960449,0.00547181570986912,2,0.01,rbf,"{'C': 2, 'gamma': 0.01, 'kernel': 'rbf'}",0.98125,0.975,0.9875,0.95625,0.990625,0.9781249999999998,0.01218349293101119,40,0.99140625,0.99296875,0.99140625,0.99609375,0.990625,0.9924999999999999,0.0019515618744994916
33,0.07391877174377441,0.002333248561018271,0.05972752571105957,0.006448567243623254,2,0.025,rbf,"{'C': 2, 'gamma': 0.025, 'kernel': 'rbf'}",0.990625,0.98125,0.9875,0.959375,0.990625,0.9818749999999999,0.011759304826391745,20,0.9984375,0.99921875,0.9984375,1.0,0.9984375,0.9989062499999999,0.0006250000000000144
34,0.11366443634033203,0.009015091879961759,0.06262564659118652,0.004707080828908696,2,0.05,rbf,"{'C': 2, 'gamma': 0.05, 'kernel': 'rbf'}",0.9875,0.984375,0.984375,0.965625,0.99375,0.983125,0.009395810236483094,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
